Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name,clean_text
20698069,Health Dept,Increase in mosquito density,2025-03-25 11:12:00.000000000,Chowdeshwari Ward,Closed,Spraying done,Umesh/SHI,increase mosquito density
20698068,Electrical,Street Light Not Working,2025-03-25 11:11:00.000000000,Nandini Layout,Closed,Complaint attended,Jameel/AE,street light working
20698067,Electrical,Street Light Not Working,2025-03-25 11:11:00.000000000,Hemmigepura,Closed,Attended,sangamesh hadaginal/JE,street light working
20698066,Others,Others,2025-03-25 11:10:00.000000000,Yelahanka old Satellite Town,Registered,1st Assignment Based on Ward Mapping,BBMP Whatsapp/Customer Support Representative,others
20698065,Road Maintenance(Engg),Potholes,2025-03-25 11:09:00.000000000,Vasanthapura,Closed,Kindly read the below attached file,venkat malavaiya /AE,pothole
20698064,Road Maintenance(Engg),footpath encroachment,2025-03-25 11:09:00.000000000,Jakkur,Closed,Forward commissioner order,Manthesh/AE,footpath encroachment
20698063,Others,Others,2025-03-25 11:09:00.000000000,Kengeri,Registered,"Forwarded Task
ಸ್ಥಳ ಪರಿಶೀಲಿಸಲಾಗಿದೆ. Bwssb ಗೆ ಸಂಬಂದಿಸಿದ ಚೆಂಬರ್ ಆಗಿದ್ದು bwssb ಗೆ ವರ್ಗಾಯಿಸಿ.",BBMP Whatsapp/Customer Support Representative,others
20698062,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 11:08:00.000000000,Jagajeevanram Nagar,Closed,swm,Lakshminarasimaiah/JHI,garbage vehicle arrived
20698061,Storm  Water Drain(SWD),Sewerage water left in SWD,2025-03-25 11:08:00.000000000,K.R.Puram,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,sewerage water left swd
20698060,Electrical,Street Light Not Working,2025-03-25 11:06:00.000000000,Attiguppe,Closed,attended,MURTHY/AE,street light working
20698059,Road Maintenance(Engg),Footpath,2025-03-25 11:05:00.000000000,Maruthi Seva Nagar,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,footpath
20698058,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 11:04:00.000000000,Vasanth Nagar,Closed,Complete clear,Manoj Kumar J/JHI,garbage vehicle arrived
20698057,Electrical,Street Light Not Working,2025-03-25 11:04:00.000000000,Jakkasandra,Closed,ATTENDED,Jnanesh/JE,street light working
20698056,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 11:03:00.000000000,Banashankari Temple Ward,Closed,Clear,Shankar Singh/JHI,garbage dump
20698055,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 11:02:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI,garbage dump
20698054,Solid Waste (Garbage) Related,Sweeping not done,2025-03-25 11:01:00.000000000,Kodigehalli,Closed,Compainant attended,JHI Ward 8/JHI,sweeping done
20698053,Forest,Removal of dead/fallen trees,2025-03-25 11:01:00.000000000,Kumaraswamy Layout,Closed,Resolved,Shivanna T.C/DYRFO,removal deadfallen tree
20698052,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 11:00:00.000000000,Sampangiram Nagar,Closed,Clear,Srinivas/JHI,garbage dump
20698051,Electrical,Park Lights Not Working,2025-03-25 11:00:00.000000000,Yelachenahalli,Closed,Attended,Ramesh/JE,park light working
20698050,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:59:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI,garbage vehicle arrived
20698049,Lakes,Dying of fishes in lake,2025-03-25 10:58:00.000000000,Hoodi,Closed,There is no sewage entry during non-rainy days. The issue of sewage entering through rain water has been brought to the notice of kspcb.,Sapna /AE,dying fish lake
20698048,Forest,Removal of dead/fallen trees,2025-03-25 10:58:00.000000000,Singasandra,Closed,Resolved,Harish/DYRFO,removal deadfallen tree
20698047,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:58:00.000000000,Jakkur,Closed,Closed,JHI Ward 5/JHI,garbage dump
20698046,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:57:00.000000000,Visvesvarapuram,Closed,Clear,Narasimha  P /JHI,garbage dump
20698045,E khata / Khata services,Khata / Ekhata mutation / transfer,2025-03-25 10:57:00.000000000,Varthur,Closed,apply E aasthi portal for khata transfer,Arun kumar/ARO,khata ekhata mutation transfer
20698044,Electrical,Street Light Not Working,2025-03-25 10:55:00.000000000,Rajarajeshwari Nagar,Closed,Attended,sangamesh hadaginal/JE,street light working
20698043,Electrical,Street Light Not Working,2025-03-25 10:54:00.000000000,Hoodi,Closed,This complaint belongs to bescom problem contact 1912,Sachin Malagi/AE,street light working
20698042,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:53:00.000000000,Hoodi,Closed,Closed,Veerappan/JHI,garbage vehicle arrived
20698041,Electrical,Street Light Not Working,2025-03-25 10:51:00.000000000,Ullalu,Closed,Attended,sangamesh hadaginal/JE,street light working
20698040,Electrical,Street Light Not Working,2025-03-25 10:50:00.000000000,Nandini Layout,Closed,Complaint attended,Jameel/AE,street light working
20698039,Electrical,Street Light Not Working,2025-03-25 10:50:00.000000000,Rajarajeshwari Nagar,Closed,Attended,sangamesh hadaginal/JE,street light working
20698038,Road Maintenance(Engg),footpath encroachment,2025-03-25 10:49:00.000000000,Hoodi,ReOpen,No work has been done,Srinivas Murthy/AEE,footpath encroachment
20698037,Road Maintenance(Engg),footpath encroachment,2025-03-25 10:48:00.000000000,Hoodi,Closed,It will resolve soon,Shaik Moyaddin/AE,footpath encroachment
20698036,Solid Waste (Garbage) Related,Segregation of waste is not done,2025-03-25 10:47:00.000000000,Hampi Nagar,Closed,Clear,Kavitha/JHI,segregation waste done
20698035,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:47:00.000000000,Jakkur,Closed,Closed,JHI Ward 5/JHI,garbage dump
20698034,Electrical,Street Light Not Working,2025-03-25 10:46:00.000000000,Jnanabharathi Ward,Closed,The complainant is not answering the call,sangamesh hadaginal/JE,street light working
20698033,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-03-25 10:44:00.000000000,Vasanthapura,Closed,Complaint attended,Gangannaiah/JHI,garbage dumping vacant site
20698032,Forest,Removal of dead/fallen trees,2025-03-25 10:44:00.000000000,Kavalbyrasandra,Closed,"Neelakanta
8310530558",Thimmappa/DYRFO,removal deadfallen tree
20698031,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:44:00.000000000,Vannarpet,Closed,Clear,Shiva Nayak/JHI,garbage dump
20698030,Electrical,Street Light Not Working,2025-03-25 10:43:00.000000000,Subedarapalya,Closed,Close,Anand/JE,street light working
20698029,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:42:00.000000000,Chikpete,Closed,Cleared,Somashekar /JHI,garbage dump
20698028,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:40:00.000000000,Jakkur,Closed,Resolved,JHI Ward 5/JHI,garbage dump
20698027,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:39:00.000000000,BTM Layout,Closed,Clear,Prahaladh /JHI,garbage dump
20698026,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:39:00.000000000,Aramane Nagar,Closed,Complaint has been resolved,Naveen Kumar/JHI,garbage dump
20698025,Electrical,Street Light Not Working,2025-03-25 10:39:00.000000000,Singasandra,Closed,Attended,Ramesh/JE,street light working
20698024,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:38:00.000000000,Govindraja Nagara,Closed,Resolved,Suhas/JHI,garbage dump
20698023,veterinary,Stray/Rabid dog bite,2025-03-25 10:38:00.000000000,Sampangiram Nagar,Closed,Dog has.been caught and send for observation.,V Srinivas/VI,strayrabid dog bite
20698022,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:38:00.000000000,Padmanabha Nagar,Closed,Clear,Chandan/JHI,garbage dump
20698021,Road Maintenance(Engg),Debris Removal / Construction Material,2025-03-25 10:36:00.000000000,Kodigehalli,Closed,Clear,Praveen A R/AE,debris removal construction material
20698020,Road Maintenance(Engg),UnAuthorised Constructions,2025-03-25 10:36:00.000000000,Varthur,Closed,Closed,Nandish/AE,unauthorised construction
20698019,veterinary,Animal Rescue - Not well - Requires attention,2025-03-25 10:35:00.000000000,Ulsoor,Closed,Submit objection letter to the office.,V Srinivas/VI,animal rescue well requires attention
20698018,Electrical,Street Light Not Working,2025-03-25 10:34:00.000000000,Jnanabharathi Ward,Closed,Attended,sangamesh hadaginal/JE,street light working
20698017,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:34:00.000000000,Hemmigepura,Closed,Complaint clear,Monika S D/ Chandrashekhar  Murthy N/Kumari K/JHI,garbage vehicle arrived
20698016,Forest,Removal of dead/fallen trees,2025-03-25 10:33:00.000000000,Anjanapur,Closed,Resolved,Harish/DYRFO,removal deadfallen tree
20698015,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-03-25 10:33:00.000000000,Hagadooru,Closed,Clear,Somshekar Reddy D N /JHI,garbage dumping vacant site
20698014,Forest,obstructions Branches / Trees.,2025-03-25 10:33:00.000000000,Agrahara Dasarahalli,Closed,Nagendra team will attend 8106538247,sudarshan/DYRFO,obstruction branch tree
20698013,Electrical,Street Light Not Working,2025-03-25 10:33:00.000000000,Domlur,Closed,Resolved,Durga Prasad/AE,street light working
20698012,Forest,Removal of dead/fallen trees,2025-03-25 10:32:00.000000000,Gottigere,Closed,Repeated complaint,Harish/DYRFO,removal deadfallen tree
20698011,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:32:00.000000000,Jayanagar East,Closed,the garbage is cleared,Gautham Y /JHI,garbage vehicle arrived
20698010,Road Maintenance(Engg),Road side drains,2025-03-25 10:29:00.000000000,Uttarahalli,Closed,.,Venkat Ramana/AE,road side drain
20698009,Electrical,Street Light Not Working,2025-03-25 10:29:00.000000000,Dharmarayaswamy Temple Ward,Closed,Belong to ward no  109 west zone,MURTHY/AE,street light working
20698008,Storm  Water Drain(SWD),Sewerage water left in SWD,2025-03-25 10:28:00.000000000,Vidyapeetha,Registered,Forwarded Task,PRAVEEN M N/AE,sewerage water left swd
20698007,veterinary,Animal Rescue - Not well - Requires attention,2025-03-25 10:26:00.000000000,Jakkur,Closed,Only ABC operation ARV vaccination and Dog Bite Complaints.,Narayan Reddy/VI,animal rescue well requires attention
20698006,Road Maintenance(Engg),Footpath,2025-03-25 10:26:00.000000000,Herohalli,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,footpath
20698005,Forest,obstructions Branches / Trees.,2025-03-25 10:26:00.000000000,Gottigere,Closed,Resolved,Harish/DYRFO,obstruction branch tree
20698004,Health Dept,Unhygienic premises in Hotel etc,2025-03-25 10:25:00.000000000,Sagayapuram,Closed,It belongs to Sarvagnanagar range,Nayanathara patil/MOH,unhygienic premise hotel etc
20698003,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:24:00.000000000,Chalavadipalya,Closed,Clear,Lakshmikanth/JHI,garbage vehicle arrived
20698002,Solid Waste (Garbage) Related,Sweeping not done,2025-03-25 10:23:00.000000000,Hoysala Nagar,Closed,Close,Naveen/JHI,sweeping done
20698001,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:23:00.000000000,Kavalbyrasandra,Closed,Resolved,Dayanandha/JHI,garbage vehicle arrived
20698000,Road Infrastructure,Road Infrastructure,2025-03-25 10:23:00.000000000,Maruthi Seva Nagar,Registered,Forwarded Task,Naveen.G/AE,road infrastructure
20697999,Electrical,Street Light Not Working,2025-03-25 10:23:00.000000000,Visvesvarapuram,Closed,attended,MURTHY/AE,street light working
20697998,Electrical,Requirement For New Street Lights,2025-03-25 10:22:00.000000000,Chokkasandra,Closed,New fitting no stock,H S Manjappa/AE,requirement new street light
20697997,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:22:00.000000000,Dr.Rajkumar Ward,Closed,Garbage clear d,JHI WARD 106/JHI,garbage dump
20697996,veterinary,Mutton/Chicken/fish stall Unhygienic maintenance,2025-03-25 10:21:00.000000000,Sagayapuram,Closed,Submit objection letter to Zonal office with name and signature of that residencial area people.,V Srinivas/VI,muttonchickenfish stall unhygienic maintenance
20697995,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:18:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI,garbage vehicle arrived
20697994,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:18:00.000000000,C.V.Raman Nagar,Closed,Cleared,Kondaiah/SHI,garbage dump
20697993,Forest,obstructions Branches / Trees.,2025-03-25 10:18:00.000000000,Gottigere,Closed,Resolved,Harish/DYRFO,obstruction branch tree
20697992,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:18:00.000000000,Kodigehalli,Closed,Compainant attended,JHI Ward 8/JHI,garbage dump
20697991,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:17:00.000000000,Ramaswamy Palya,Closed,Cleared,Abhilash/JHI,garbage vehicle arrived
20697990,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:17:00.000000000,K.R.Puram,Closed,At,Jagadish/JHI,garbage vehicle arrived
20697989,Electrical,Street Light Not Working,2025-03-25 10:17:00.000000000,Gottigere,Closed,Attended,Ramesh/JE,street light working
20697988,Electrical,Street Light Not Working,2025-03-25 10:16:00.000000000,Kottigepalya,Closed,Attended,sangamesh hadaginal/JE,street light working
20697987,Solid Waste (Garbage) Related,Sweeping not done,2025-03-25 10:16:00.000000000,Jnanabharathi Ward,Closed,Clear,Vijaya Raghav/JHI,sweeping done
20697986,Others,Others,2025-03-25 10:15:00.000000000,Sampangiram Nagar,Registered,1st Assignment Based on Ward Mapping,BBMP Whatsapp/Customer Support Representative,others
20697985,Electrical,Street Light Not Working,2025-03-25 10:15:00.000000000,Bilekahalli,Closed,Attended,Ramesh/JE,street light working
20697984,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:15:00.000000000,Agrahara Dasarahalli,Closed,Clear,Ranganath/JHI,garbage dump
20697983,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:13:00.000000000,Kuvempu Nagar,Closed,Complainant clear,JHI Ward 11/JHI,garbage vehicle arrived
20697982,Forest,Removal of dead/fallen trees,2025-03-25 10:13:00.000000000,Banaswadi,Closed,"TCM Team
Srinivas
Ph.7348825779",P Nagendra /DYRFO,removal deadfallen tree
20697981,Property Tax services,Unable to generate receipt after property tax payment,2025-03-25 10:13:00.000000000,Ullalu,Closed,Please come kengeri ARO office meet ARO,Sadanand/ARO,unable generate receipt property tax payment
20697980,Electrical,Street Light Not Working,2025-03-25 10:12:00.000000000,Kammanahalli,Closed,Cleared,Vinay Kumar/AE,street light working
20697979,veterinary,Stray dog related complaints,2025-03-25 10:11:00.000000000,K.R.Market,Closed,Complainant,PRAKASH B/VI,stray dog related complaint
20697978,Parks and Play grounds,Issues Related to Parks/Medians/Circles/Island.,2025-03-25 10:11:00.000000000,Yelahanka old Satellite Town,Closed,This complaint is solved,Yelahanka HS/HS,issue related parksmedianscirclesisland
20697977,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:08:00.000000000,Someshwara,Closed,Resloved,JHI Ward 3/JHI,garbage vehicle arrived
20697976,Forest,obstructions Branches / Trees.,2025-03-25 10:08:00.000000000,Hombegowda Nagar,Closed,Resolved,Vinay Kumar.C/DYRFO,obstruction branch tree
20697975,Electrical,Street Light Not Working,2025-03-25 10:08:00.000000000,Herohalli,Closed,Attended,sangamesh hadaginal/JE,street light working
20697974,Storm  Water Drain(SWD),Sewerage water left in SWD,2025-03-25 10:08:00.000000000,Varthur,Registered,1st Assignment Based on Ward Mapping,Chethan/AE,sewerage water left swd
20697973,Electrical,Street Light Not Working,2025-03-25 10:08:00.000000000,Uttarahalli,Closed,This New light will be installed as early as possible,Ramesh/JE,street light working
20697972,Road Maintenance(Engg),Road side drains,2025-03-25 10:07:00.000000000,Shettyhalli,Non Relevant,Contact the Head Gang man Gajendra,BBMP Whatsapp/Customer Support Representative,road side drain
20697971,Electrical,Street Light Not Working,2025-03-25 10:05:00.000000000,Herohalli,Closed,Attended,sangamesh hadaginal/JE,street light working
20697970,Electrical,Street Light Not Working,2025-03-25 10:04:00.000000000,Chokkasandra,Closed,Attended,H S Manjappa/AE,street light working
20697969,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 10:04:00.000000000,Koramangala,Closed,It comes to private land,Prasadh  N  S /JHI,garbage dump
20697968,Solid Waste (Garbage) Related,Sweeping not done,2025-03-25 10:02:00.000000000,Rajarajeshwari Nagar,Closed,Resolved,Soumya/JHI,sweeping done
20697967,Electrical,Street Light Not Working,2025-03-25 10:00:00.000000000,Banaswadi,Closed,Cleared,Vinay Kumar/AE,street light working
20697966,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 10:00:00.000000000,Someshwara,Closed,Resloved,JHI Ward 3/JHI,garbage vehicle arrived
20697965,Electrical,Street Light Not Working,2025-03-25 09:59:00.000000000,Shettyhalli,Closed,Attended,H S Manjappa/AE,street light working
20697964,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 09:57:00.000000000,Giri Nagar,Closed,Clear,Satish  R/JHI,garbage dump
20697963,Electrical,Street Light Not Working,2025-03-25 09:56:00.000000000,Manorayanapalya,Closed,Resolved,Anand/AE,street light working
20697962,veterinary,Animal Rescue - Not well - Requires attention,2025-03-25 09:56:00.000000000,Gottigere,Closed,Dog catched and send veterinary hospital,Uday Kulkarni/VI,animal rescue well requires attention
20697961,Road Maintenance(Engg),Road side drains,2025-03-25 09:55:00.000000000,Kodigehalli,Registered,Forwarded Task,Praveen A R/AE,road side drain
20697960,Electrical,Street Light Not Working,2025-03-25 09:54:00.000000000,Ullalu,Closed,Attended,sangamesh hadaginal/JE,street light working
20697959,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 09:53:00.000000000,K.R.Puram,Closed,At,Jagadish/JHI,garbage vehicle arrived
20697958,Forest,Removal of dead/fallen trees,2025-03-25 09:53:00.000000000,Jakkur,Closed,Cleared,Mutturaju KP/DYRFO,removal deadfallen tree
20697957,Electrical,Requirement For New Street Lights,2025-03-25 09:52:00.000000000,Singasandra,Closed,This New light will be installed as early as possible,Ramesh/JE,requirement new street light
20697956,Advertisement,Unsafe Hoardings,2025-03-25 09:52:00.000000000,Sri Nagar,Closed,Removed,Suresh/ARO,unsafe hoarding
20697955,Forest,obstructions Branches / Trees.,2025-03-25 09:52:00.000000000,Ullalu,Closed,The Complaint has been resolved.,Jagadish V/DYRFO,obstruction branch tree
20697954,Forest,Removal of dead/fallen trees,2025-03-25 09:52:00.000000000,Ullalu,Closed,The Complaint has been resolved.,Jagadish V/DYRFO,removal deadfallen tree
20697953,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-03-25 09:51:00.000000000,Chikkalasandra,Closed,Cleared,Anitha/JHI,garbage dumping vacant site
20697952,veterinary,Animal Rescue - Not well - Requires attention,2025-03-25 09:50:00.000000000,Rajarajeshwari Nagar,Closed,Attended,Uma V.H/VI,animal rescue well requires attention
20697951,Electrical,Street Lights Switched On During Day Time,2025-03-25 09:48:00.000000000,Doddanekkundi,Closed,Attended,Sachin Malagi/AE,street light switched day time
20697950,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,2025-03-25 09:47:00.000000000,Hagadooru,Closed,Clear,Somshekar Reddy D N /JHI,burning garbage open space
20697949,Optical Fiber Cables (OFC),Without permission digging of road,2025-03-25 09:46:00.000000000,Hemmigepura,Registered,1st Assignment Based on Ward Mapping,Thimmaiya /AE,without permission digging road
20697948,Electrical,Street Light Not Working,2025-03-25 09:45:00.000000000,Thanisandra,Closed,This is Budgetary work.                                                     New fitting will be provided on priority as and when available,yeahanka JE Electrical/JE,street light working
20697947,E khata / Khata services,new Khata / Ekhata registration / creation,2025-03-25 09:45:00.000000000,Singasandra,Closed,ಬೇಗೂರು ಕಛೇರಿಗೆ ಬಂದು ಮಾಹಿತಿ ಪಡೆಯಬಹುದಾಗಿದೆ,Narasimhulu/ARO,new khata ekhata registration creation
20697946,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 09:43:00.000000000,Vignana Nagar,Closed,Cliyar,Amith B C/JHI,garbage vehicle arrived
20697945,Solid Waste (Garbage) Related,Sweeping not done,2025-03-25 09:43:00.000000000,Vishwanathnagenahalli,Closed,Complaint attend & cleared,Manoj kumar J/JHI,sweeping done
20697944,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 09:41:00.000000000,Mathikere,Closed,Resolved,Pooja Murugan/JHI,garbage dump
20697943,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 09:40:00.000000000,Kodigehalli,Closed,Compainant attended,JHI Ward 8/JHI,garbage vehicle arrived
20697942,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 09:38:00.000000000,Ganeshmandira Ward,Closed,Clear,P Pavan Kumar/JHI,garbage vehicle arrived
20697941,Road Maintenance(Engg),Debris Removal / Construction Material,2025-03-25 09:37:00.000000000,Ejipura,Closed,bwssb work is going,Chandrashekar/AEE,debris removal construction material
20697940,Road Maintenance(Engg),Road side drains,2025-03-25 09:35:00.000000000,Dattathreya Temple,Closed,\N,Nandish/AE,road side drain
20697939,Road Maintenance(Engg),Overhanging cables,2025-03-25 09:34:00.000000000,Hemmigepura,Registered,1st Assignment Based on Ward Mapping,Thimmaiya /AE,overhanging cable
20697938,Health Dept,Increase in mosquito density,2025-03-25 09:34:00.000000000,Ejipura,Closed,Attended,Kumar Velu/SHI,increase mosquito density
20697937,Electrical,Street Light Not Working,2025-03-25 09:32:00.000000000,Jnanabharathi Ward,Closed,.,sangamesh hadaginal/JE,street light working
20697936,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 09:31:00.000000000,Sri Rammandira,Closed,Clearee,Vinay M/JHI,garbage dump
20697935,Forest,obstructions Branches / Trees.,2025-03-25 09:29:00.000000000,Rajarajeshwari Nagar,Closed,The Complaint has been resolved.,Jagadish V/DYRFO,obstruction branch tree
20697934,Solid Waste (Garbage) Related,Sweeping not done,2025-03-25 09:28:00.000000000,Basavanapura,Closed,Attended,Suresh S /JHI,sweeping done
20697933,Electrical,Street Light Not Working,2025-03-25 09:28:00.000000000,Bilekahalli,Closed,Attended,Ramesh/JE,street light working
20697932,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 09:26:00.000000000,Hemmigepura,Closed,Complaint clear,Monika S D/ Chandrashekhar  Murthy N/Kumari K/JHI,garbage vehicle arrived
20697931,Electrical,Street Light Not Working,2025-03-25 09:25:00.000000000,Doddabommasandra,Closed,Resolved,yeahanka JE Electrical/JE,street light working
20697930,veterinary,Animal birth control/neutering of stray dogs,2025-03-25 09:23:00.000000000,Hemmigepura,Closed,Animal birth control and vaccination of stray dogs scheduled,Ramesh.B/VI,animal birth controlneutering stray dog
20697929,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 09:22:00.000000000,Katriguppe,Closed,Clear,Smt. Shobha M N/AEE,garbage vehicle arrived
20697928,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 09:22:00.000000000,Vidyapeetha,Closed,cleared,Ravi Kumar S/JHI,garbage dump
20697927,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 09:22:00.000000000,Padmanabha Nagar,Closed,Clear,Chandan/JHI,garbage dump
20697926,Road Maintenance(Engg),Road side drains,2025-03-25 09:17:00.000000000,Someshwara,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,road side drain
20697925,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 09:16:00.000000000,Doddanekkundi,Closed,Attend,Ragunandhan/JHI,garbage dump
20697924,Electrical,Street Light Not Working,2025-03-25 09:15:00.000000000,Nandini Layout,Closed,Complaint attended,Jameel/AE,street light working
20697923,Electrical,Street Light Not Working,2025-03-25 09:13:00.000000000,Shiva Nagar,Closed,Close,Anand/JE,street light working
20697922,Town Planning,Construction not done as per approved plan (Building Bye Law Violations),2025-03-25 09:10:00.000000000,Shanthala Nagar,Non Relevant,The complete as per chief Commissioner order Local A.E.E Office ward A E. & also Unauthorized Construction Not for ADTP limit.,BBMP Whatsapp/Customer Support Representative,construction done per approved plan building bye law violation
20697921,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 09:10:00.000000000,Hoodi,Closed,Closed,Veerappan/JHI,garbage vehicle arrived
20697920,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 09:10:00.000000000,Mathikere,Closed,Resolved,Pooja Murugan/JHI,garbage dump
20697919,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 09:09:00.000000000,Banaswadi,Closed,Clear,JHI Ward 27/JHI,garbage dump
20697918,Electrical,Street Light Not Working,2025-03-25 09:09:00.000000000,Jnanabharathi Ward,Closed,Attended,sangamesh hadaginal/JE,street light working
20697917,Forest,obstructions Branches / Trees.,2025-03-25 09:07:00.000000000,Pattabhiram Nagar,Closed,Resolved,Vinay Kumar.C/DYRFO,obstruction branch tree
20697916,veterinary,Stray/Rabid dog bite,2025-03-25 09:06:00.000000000,Varthur,Closed,No relocation of dogs can be done as suprime court order,B K Ashwath Narayan/VI,strayrabid dog bite
20697915,Solid Waste (Garbage) Related,Sweeping not done,2025-03-25 09:06:00.000000000,Dharmarayaswamy Temple Ward,Closed,resolved,Nagaraju/JHI,sweeping done
20697914,Solid Waste (Garbage) Related,Sweeping not done,2025-03-25 09:05:00.000000000,Bagalagunte,Closed,Clear,Ramesh/JHI,sweeping done
20697913,Forest,Removal of dead/fallen trees,2025-03-25 09:02:00.000000000,Hemmigepura,Closed,The Complaint has been resolved.,Jagadish V/DYRFO,removal deadfallen tree
20697912,Solid Waste (Garbage) Related,Sweeping not done,2025-03-25 09:02:00.000000000,Vidyapeetha,Closed,As per marsha l report cleared,Ravi Kumar S/JHI,sweeping done
20697911,Solid Waste (Garbage) Related,Garbage dump,2025-03-25 09:01:00.000000000,Aramane Nagar,Closed,Complaint has been resolved,Naveen Kumar/JHI,garbage dump
20697910,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 09:00:00.000000000,Horamavu,Closed,Solved,Harish Kumar K V /JHI,garbage vehicle arrived
20697909,Road Maintenance(Engg),water stagnation,2025-03-25 08:58:00.000000000,Horamavu,Closed,Resolved,Ramesh Horamavu/AE,water stagnation
20697908,Advertisement,Flex and banners,2025-03-25 08:55:00.000000000,Hoysala Nagar,Closed,Please attache the photo with location,Rajanna /ARO,flex banner
20697907,Road Maintenance(Engg),Road side drains,2025-03-25 08:55:00.000000000,K.R.Puram,Closed,Cleared,Jagadeesh/AE,road side drain
20697906,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 08:54:00.000000000,Jakkur,Closed,Closed,JHI Ward 5/JHI,garbage vehicle arrived
20697905,Forest,obstructions Branches / Trees.,2025-03-25 08:50:00.000000000,Ramamurthy Nagar,Closed,ದೂರನ್ನು ನಿರ್ವಹಿಸಲಾಗಿದೆ,Sudharshan/DYRFO,obstruction branch tree
20697904,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-03-25 08:49:00.000000000,Lakkasandra,Closed,Complaint Closed,Vidya dhar/JHI,garbage dumping vacant site
20697903,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-03-25 08:49:00.000000000,Bagalagunte,Closed,...,Ramesh/JHI,garbage vehicle arrived
20697902,Forest,Removal of dead/fallen trees,2025-03-25 08:48:00.000000000,Ejipura,Closed,Resolved,Vinay Kumar.C/DYRFO,removal deadfallen tree
